Date,AAPL,AMZN,MSFT,NVDA,TSLA
2024-03-27,172.68516540527344,179.8300018310547,419.07550048828125,90.22864532470703,179.8300018310547
2024-03-28,170.86175537109375,180.3800048828125,418.3695068359375,90.33462524414062,175.7899932861328
2024-04-01,169.41697692871094,180.97000122070312,422.1979675292969,90.34162139892578,175.22000122070312
2024-04-02,168.2312774658203,180.69000244140625,419.0854797363281,89.43083953857422,166.6300048828125
2024-04-03,169.03834533691406,182.41000366210938,418.1009826660156,88.94295501708984,168.3800048828125
2024-04-04,168.2113494873047,180.0,415.54534912109375,85.88467407226562,171.11000061035156
2024-04-05,168.96861267089844,185.07000732421875,423.1426696777344,87.9871826171875,164.89999389648438
2024-04-08,167.84268188476562,185.19000244140625,422.2178649902344,87.11238861083984,172.97999572753906
2024-04-09,169.05828857421875,185.6699981689453,423.8984069824219,85.33380126953125,176.8800048828125
2024-04-10,167.17510986328125,185.9499969482422,420.8952941894531,87.0184097290039,171.75999450683594
2024-04-11,174.40892028808594,189.0500030517578,425.5392150878906,90.59455871582031,174.60000610351562
2024-04-12,175.91348266601562,186.1300048828125,419.54290771484375,88.1651382446289,171.0500030517578
2024-04-15,172.0673828125,183.6199951171875,411.32904052734375,85.98065185546875,161.47999572753906
2024-04-16,168.76934814453125,183.32000732421875,412.2637939453125,87.39432525634766,157.11000061035156
2024-04-17,167.39430236816406,181.27999877929688,409.5390930175781,84.01512145996094,155.4499969482422
2024-04-18,166.437744140625,179.22000122070312,402.01141357421875,84.65096282958984,149.92999267578125
2024-04-19,164.40512084960938,174.6300048828125,396.8901672363281,76.18197631835938,147.0500030517578
2024-04-22,165.24209594726562,177.22999572753906,398.7198791503906,79.49919128417969,142.0500030517578
2024-04-23,166.2982635498047,179.5399932861328,405.29296875,82.40350341796875,144.67999267578125
2024-04-24,168.41064453125,176.58999633789062,406.7746276855469,79.65815734863281,162.1300048828125
2024-04-25,169.27749633789062,173.6699981689453,396.81060791015625,82.61245727539062,170.17999267578125
2024-04-26,168.6896209716797,179.6199951171875,404.0499572753906,87.71424102783203,168.2899932861328
2024-04-29,172.8744659423828,180.9600067138672,400.002685546875,87.73624420166016,194.0500030517578
2024-04-30,169.71591186523438,175.0,387.15484619140625,86.38156127929688,183.27999877929688
2024-05-01,168.6896209716797,179.0,392.7335205078125,83.02135467529297,179.99000549316406
2024-05-02,172.4061737060547,184.72000122070312,395.6173095703125,85.79669952392578,180.00999450683594
2024-05-03,182.71884155273438,186.2100067138672,404.3880310058594,88.76799774169922,181.19000244140625
2024-05-06,181.0548858642578,188.6999969482422,411.2296142578125,92.11820220947266,184.75999450683594
2024-05-07,181.7423858642578,188.75999450683594,407.0530700683594,90.53257751464844,177.80999755859375
2024-05-08,182.08116149902344,188.0,408.2463684082031,90.39061737060547,174.72000122070312
2024-05-09,183.9045867919922,189.5,410.0164489746094,88.72601318359375,171.97000122070312
2024-05-10,182.63743591308594,187.47999572753906,412.4228820800781,89.85672760009766,168.47000122070312
2024-05-13,185.86013793945312,186.57000732421875,411.4085998535156,90.37762451171875,171.88999938964844
2024-05-14,187.00755310058594,187.07000732421875,414.23272705078125,91.33438873291016,177.5500030517578
2024-05-15,189.2924041748047,185.99000549316406,421.47515869140625,94.60761260986328,173.99000549316406
2024-05-16,189.41212463378906,183.6300048828125,419.39306640625,94.33667755126953,174.83999633789062
2024-05-17,189.44204711914062,184.6999969482422,418.61602783203125,92.45711517333984,177.4600067138672
2024-05-20,190.6094207763672,183.5399932861328,423.7265930175781,94.75758361816406,174.9499969482422
2024-05-21,191.91647338867188,183.14999389648438,427.41253662109375,95.36344146728516,186.60000610351562
2024-05-22,190.4697265625,183.1300048828125,428.8869323730469,94.92754364013672,180.11000061035156
2024-05-23,186.45880126953125,181.0500030517578,425.3802795410156,103.77445220947266,173.74000549316406
2024-05-24,189.5518035888672,180.75,428.5283203125,106.44381713867188,179.24000549316406
2024-05-28,189.56178283691406,182.14999389648438,428.6877136230469,113.87406158447266,176.75
2024-05-29,189.86111450195312,182.02000427246094,427.5420837402344,114.79783630371094,176.19000244140625
2024-05-30,190.85885620117188,179.32000732421875,413.0970764160156,110.4738540649414,178.7899932861328
2024-05-31,191.81668090820312,176.44000244140625,413.5553283691406,109.60707092285156,178.0800018310547
2024-06-03,193.59268188476562,178.33999633789062,411.951416015625,114.9728012084961,176.2899932861328
2024-06-04,193.91195678710938,179.33999633789062,414.49176025390625,116.40945434570312,174.77000427246094
2024-06-05,195.42852783203125,181.27999877929688,422.4016418457031,122.4110336303711,175.0
2024-06-06,194.0416717529297,185.0,422.90966796875,120.96937561035156,177.94000244140625
2024-06-07,196.44622802734375,184.3000030517578,422.24224853515625,120.85940551757812,177.47999572753906
2024-06-10,192.68472290039062,187.05999755859375,426.2469787597656,121.76119232177734,173.7899932861328
2024-06-11,206.68310546875,187.22999572753906,431.0387268066406,120.89132690429688,170.66000366210938
2024-06-12,212.58978271484375,186.88999938964844,439.386962890625,125.18065643310547,177.2899932861328
2024-06-13,213.75714111328125,183.8300018310547,439.9049987792969,129.58998107910156,182.47000122070312
2024-06-14,212.01107788085938,183.66000366210938,440.8912353515625,131.85964965820312,178.00999450683594
2024-06-17,216.18165588378906,184.05999755859375,446.6692199707031,130.95977783203125,187.44000244140625
2024-06-18,213.8070068359375,182.80999755859375,444.6469421386719,135.55906677246094,184.86000061035156
2024-06-20,209.2073974609375,186.10000610351562,444.0093688964844,130.75979614257812,181.57000732421875
2024-06-21,207.02235412597656,189.0800018310547,448.0738830566406,126.55045318603516,183.00999450683594
2024-06-24,207.67088317871094,185.57000732421875,445.9718933105469,118.09175872802734,182.5800018310547
2024-06-25,208.59878540039062,186.33999633789062,449.23944091796875,126.07051849365234,187.35000610351562
2024-06-26,212.7693634033203,193.61000061035156,450.4448547363281,126.38048553466797,196.3699951171875
2024-06-27,213.61746215820312,197.85000610351562,451.13226318359375,123.9708480834961,197.4199981689453
2024-06-28,210.14527893066406,193.25,445.254638671875,123.52091979980469,197.8800048828125
2024-07-01,216.261474609375,197.1999969482422,454.9975280761719,124.28080749511719,209.86000061035156
2024-07-02,219.77354431152344,200.0,457.537841796875,122.65105438232422,231.25999450683594
2024-07-03,221.0506591796875,197.58999633789062,459.0221862792969,128.26019287109375,246.38999938964844
2024-07-05,225.82984924316406,200.0,465.78643798828125,125.8105697631836,251.52000427246094
2024-07-08,227.30653381347656,199.2899932861328,464.471435546875,128.18019104003906,252.94000244140625
2024-07-09,228.16458129882812,199.33999633789062,457.796875,131.35972595214844,262.3299865722656
2024-07-10,232.45489501953125,199.7899932861328,464.4814147949219,134.88917541503906,263.260009765625
2024-07-11,227.05709838867188,195.0500030517578,452.9752502441406,127.38033294677734,241.02999877929688
2024-07-12,230.0203857421875,194.49000549316406,451.8295593261719,129.2200469970703,248.22999572753906
2024-07-15,233.87168884277344,192.72000122070312,452.2380065917969,128.420166015625,252.63999938964844
2024-07-16,234.29074096679688,193.02000427246094,447.8148498535156,126.34048461914062,256.55999755859375
2024-07-17,228.3641357421875,187.92999267578125,441.8376159667969,117.97177124023438,248.5
2024-07-18,223.6747283935547,183.75,438.6995849609375,121.0712890625,249.22999572753906
2024-07-19,223.80442810058594,183.1300048828125,435.4519348144531,117.91178894042969,239.1999969482422
2024-07-22,223.45523071289062,182.5500030517578,441.2598571777344,123.52091979980469,251.50999450683594
2024-07-23,224.5028533935547,186.41000366210938,443.16259765625,122.5710678100586,246.3800048828125
2024-07-24,218.0474395751953,180.8300018310547,427.2731018066406,114.23235321044922,215.99000549316406
2024-07-25,216.99981689453125,179.85000610351562,416.8128967285156,112.26265716552734,220.25
2024-07-26,217.46875,182.5,423.6568298339844,113.04253387451172,219.8000030517578
2024-07-29,217.7481231689453,183.1999969482422,425.111328125,111.57276153564453,232.10000610351562
2024-07-30,218.30685424804688,181.7100067138672,421.3157958984375,103.71398162841797,222.6199951171875
2024-07-31,221.5794677734375,186.97999572753906,416.7630920410156,117.00192260742188,232.07000732421875
2024-08-01,217.8678436279297,184.07000732421875,415.52777099609375,109.1931381225586,216.86000061035156
2024-08-02,219.36447143554688,167.89999389648438,406.9405212402344,107.25342559814453,207.6699981689453
2024-08-05,208.79833984375,161.02000427246094,393.6510925292969,100.43448638916016,198.8800048828125
2024-08-06,206.762939453125,161.92999267578125,398.09417724609375,104.23390197753906,200.63999938964844
2024-08-07,209.34710693359375,162.77000427246094,396.91864013671875,98.89472961425781,191.75999450683594
2024-08-08,212.8292236328125,165.8000030517578,401.1625061035156,104.95378875732422,198.83999633789062
2024-08-09,215.7526397705078,166.94000244140625,404.4798583984375,104.73382568359375,200.0
2024-08-12,217.2909393310547,166.8000030517578,405.2668762207031,109.00315856933594,197.49000549316406
2024-08-13,221.02682495117188,170.22999572753906,412.4395751953125,116.12206268310547,207.8300018310547
2024-08-14,221.47633361816406,170.10000610351562,415.27874755859375,118.061767578125,201.3800048828125
2024-08-15,224.47303771972656,177.58999633789062,420.1889343261719,122.84103393554688,214.13999938964844
2024-08-16,225.80157470703125,177.05999755859375,417.634033203125,124.56076049804688,216.1199951171875
2024-08-19,225.64175415039062,178.22000122070312,420.68792724609375,129.97991943359375,222.72000122070312
2024-08-20,226.2610626220703,178.8800048828125,423.9513854980469,127.2303466796875,221.10000610351562
2024-08-21,226.15118408203125,180.11000061035156,423.292724609375,128.48016357421875,223.27000427246094
2024-08-22,224.2832489013672,176.1300048828125,414.7198791503906,123.72089385986328,210.66000366210938
2024-08-23,226.5906982421875,177.0399932861328,415.9573974609375,129.3500213623047,220.32000732421875
2024-08-26,226.93032836914062,175.5,412.6639709472656,126.44046783447266,213.2100067138672
2024-08-27,227.77938842773438,173.1199951171875,413.0132751464844,128.2801971435547,209.2100067138672
2024-08-28,226.2410888671875,170.8000030517578,409.77978515625,125.59060668945312,205.75
2024-08-29,229.53746032714844,172.1199951171875,412.29473876953125,117.57183837890625,206.27999877929688
2024-08-30,228.7483367919922,178.5,416.30670166015625,119.35157012939453,214.11000061035156
2024-09-03,222.52517700195312,176.25,408.6220703125,107.98332214355469,210.60000610351562
2024-09-04,220.6072998046875,173.3300018310547,408.0831604003906,106.19359588623047,219.41000366210938
2024-09-05,222.13560485839844,177.88999938964844,407.5741882324219,107.19344329833984,230.1699981689453
2024-09-06,220.57733154296875,171.38999938964844,400.8975524902344,102.81411743164062,210.72999572753906
2024-09-09,220.66722106933594,175.39999389648438,404.9095153808594,106.45355987548828,216.27000427246094
2024-09-10,219.86810302734375,179.5500030517578,413.3725891113281,108.08330535888672,226.1699981689453
2024-09-11,222.41529846191406,184.52000427246094,422.1949157714844,116.8919448852539,228.1300048828125
2024-09-12,222.52517700195312,187.0,426.1470031738281,119.13179016113281,229.80999755859375
2024-09-13,222.25547790527344,186.49000549316406,429.7298278808594,119.09178924560547,230.2899932861328
2024-09-16,216.082275390625,184.88999938964844,430.47833251953125,116.7719497680664,226.77999877929688
2024-09-17,216.55174255371094,186.8800048828125,434.2807312011719,115.58203125,227.8699951171875
2024-09-18,220.4474639892578,186.42999267578125,429.94940185546875,113.36219024658203,227.1999969482422
2024-09-19,228.61846923828125,189.8699951171875,437.81365966796875,117.86187744140625,243.9199981689453
2024-09-20,227.94920349121094,191.60000610351562,434.4004821777344,115.99200439453125,238.25
2024-09-23,226.2211151123047,193.8800048828125,432.6440124511719,116.25199127197266,250.0
2024-09-24,227.1201171875,193.9600067138672,428.31268310546875,120.8616714477539,254.27000427246094
2024-09-25,226.1212158203125,192.52999877929688,431.2467956542969,123.50149536132812,257.0199890136719
2024-09-26,227.26995849609375,191.16000366210938,430.4483947753906,124.03145599365234,254.22000122070312
2024-09-27,227.53965759277344,187.97000122070312,427.1649475097656,121.39163970947266,260.4599914550781
2024-09-30,232.7439422607422,186.3300018310547,429.4403991699219,121.43163299560547,261.6300048828125
2024-10-01,225.96141052246094,185.1300048828125,419.849609375,116.99193572998047,258.0199890136719
2024-10-02,226.53077697753906,184.75999450683594,416.2967224121094,118.84181213378906,249.02000427246094
2024-10-03,225.42198181152344,181.9600067138672,415.7079162597656,122.84153747558594,240.66000366210938
2024-10-04,226.55075073242188,186.50999450683594,415.2288513183594,124.91139221191406,250.0800018310547
2024-10-07,221.4463653564453,180.8000030517578,408.7218933105469,127.7112045288086,240.8300018310547
2024-10-08,225.52188110351562,182.72000122070312,413.8815612792969,132.88084411621094,244.5
2024-10-09,229.28773498535156,185.1699981689453,416.62603759765625,132.64085388183594,241.0500030517578
2024-10-10,228.7882843017578,186.64999389648438,415.0093078613281,134.8007049560547,238.77000427246094
2024-10-11,227.2999267578125,188.82000732421875,415.48834228515625,134.79071044921875,217.8000030517578
2024-10-14,231.04580688476562,187.5399932861328,418.302734375,138.0605010986328,219.16000366210938
2024-10-15,233.59300231933594,187.69000244140625,417.90350341796875,131.5909423828125,219.57000732421875
2024-10-16,231.5252685546875,186.88999938964844,415.2887268066406,135.7106475830078,221.3300018310547
2024-10-17,231.89486694335938,187.52999877929688,415.8875427246094,136.92056274414062,220.88999938964844
2024-10-18,234.74172973632812,188.99000549316406,417.3246765136719,137.99049377441406,220.6999969482422
2024-10-21,236.22010803222656,189.07000732421875,417.94342041015625,143.70010375976562,218.85000610351562
2024-10-22,235.60079956054688,189.6999969482422,426.656005859375,143.58010864257812,217.97000122070312
2024-10-23,230.5063934326172,184.7100067138672,423.7518005371094,139.55038452148438,213.64999389648438
2024-10-24,230.31661987304688,186.3800048828125,423.8815612792969,140.40032958984375,260.4800109863281
2024-10-25,231.1556854248047,187.8300018310547,427.2947082519531,141.53024291992188,269.19000244140625
2024-10-28,233.14349365234375,188.38999938964844,425.7378234863281,140.51031494140625,262.510009765625
2024-10-29,233.41319274902344,190.8300018310547,431.0871276855469,141.24026489257812,259.5199890136719
2024-10-30,229.8471221923828,192.72999572753906,431.66595458984375,139.3303985595703,257.54998779296875
2024-10-31,225.66172790527344,186.39999389648438,405.53826904296875,132.7508544921875,249.85000610351562
2024-11-01,222.66502380371094,197.92999267578125,409.55023193359375,135.3906707763672,248.97999572753906
2024-11-04,221.76600646972656,195.77999877929688,407.64404296875,136.04063415527344,242.83999633789062
2024-11-05,223.2044219970703,199.5,410.6380310058594,139.90036010742188,251.44000244140625
2024-11-06,222.47523498535156,207.08999633789062,419.3406066894531,145.59996032714844,288.5299987792969
2024-11-07,227.22999572753906,210.0500030517578,424.58013916015625,148.8697509765625,296.9100036621094
2024-11-08,226.9600067138672,208.17999267578125,421.6959228515625,147.6198272705078,321.2200012207031
2024-11-11,224.22999572753906,206.83999633789062,417.1749572753906,145.24998474121094,350.0
2024-11-12,224.22999572753906,208.91000366210938,422.1849365234375,148.27976989746094,328.489990234375
2024-11-13,225.1199951171875,214.10000610351562,424.3506164550781,146.25991821289062,330.239990234375
2024-11-14,228.22000122070312,211.47999572753906,426.0372314453125,146.7498779296875,311.17999267578125
2024-11-15,225.0,202.61000061035156,414.1709899902344,141.97021484375,320.7200012207031
2024-11-18,228.02000427246094,201.6999969482422,414.9294738769531,140.1403350830078,338.739990234375
2024-11-19,228.27999877929688,204.61000061035156,416.9554138183594,146.99986267089844,346.0
2024-11-20,229.0,202.8800048828125,414.65997314453125,145.87994384765625,342.0299987792969
2024-11-21,228.52000427246094,198.3800048828125,412.8699951171875,146.65989685058594,339.6400146484375
2024-11-22,229.8699951171875,197.1199951171875,417.0,141.94021606445312,352.55999755859375
2024-11-25,232.8699951171875,201.4499969482422,418.7900085449219,136.01063537597656,338.5899963378906
2024-11-26,235.05999755859375,207.86000061035156,427.989990234375,136.9105682373047,338.2300109863281
2024-11-27,234.92999267578125,205.74000549316406,422.989990234375,135.33067321777344,332.8900146484375
2024-11-29,237.3300018310547,207.88999938964844,423.4599914550781,138.240478515625,345.1600036621094
2024-12-02,239.58999633789062,210.7100067138672,430.9800109863281,138.62045288085938,357.0899963378906
2024-12-03,242.64999389648438,213.44000244140625,431.20001220703125,140.25033569335938,351.4200134277344
2024-12-04,243.00999450683594,218.16000366210938,437.4200134277344,145.1300048828125,357.92999267578125
2024-12-05,243.0399932861328,220.5500030517578,442.6199951171875,145.05999755859375,369.489990234375
2024-12-06,242.83999633789062,227.02999877929688,443.57000732421875,142.44000244140625,389.2200012207031
2024-12-09,246.75,226.08999633789062,446.0199890136719,138.80999755859375,389.7900085449219
2024-12-10,247.77000427246094,225.0399932861328,443.3299865722656,135.07000732421875,400.989990234375
2024-12-11,246.49000549316406,230.25999450683594,448.989990234375,139.30999755859375,424.7699890136719
2024-12-12,247.9600067138672,228.97000122070312,449.55999755859375,137.33999633789062,418.1000061035156
2024-12-13,248.1300048828125,227.4600067138672,447.2699890136719,134.25,436.2300109863281
2024-12-16,251.0399932861328,232.92999267578125,451.5899963378906,132.0,463.0199890136719
2024-12-17,253.47999572753906,231.14999389648438,454.4599914550781,130.38999938964844,479.8599853515625
2024-12-18,248.0500030517578,220.52000427246094,437.3900146484375,128.91000366210938,440.1300048828125
2024-12-19,249.7899932861328,223.2899932861328,437.0299987792969,130.67999267578125,436.1700134277344
2024-12-20,254.49000549316406,224.9199981689453,436.6000061035156,134.6999969482422,421.05999755859375
2024-12-23,255.27000427246094,225.05999755859375,435.25,139.6699981689453,430.6000061035156
2024-12-24,258.20001220703125,229.0500030517578,439.3299865722656,140.22000122070312,462.2799987792969
2024-12-26,259.0199890136719,227.0500030517578,438.1099853515625,139.92999267578125,454.1300048828125
2024-12-27,255.58999633789062,223.75,430.5299987792969,137.00999450683594,431.6600036621094
2024-12-30,252.1999969482422,221.3000030517578,424.8299865722656,137.49000549316406,417.4100036621094
2024-12-31,250.4199981689453,219.38999938964844,421.5,134.2899932861328,403.8399963378906
2025-01-02,243.85000610351562,220.22000122070312,418.5799865722656,138.30999755859375,379.2799987792969
2025-01-03,243.36000061035156,224.19000244140625,423.3500061035156,144.47000122070312,410.44000244140625
2025-01-06,245.0,227.61000061035156,427.8500061035156,149.42999267578125,411.04998779296875
2025-01-07,242.2100067138672,222.11000061035156,422.3699951171875,140.13999938964844,394.3599853515625
2025-01-08,242.6999969482422,222.1300048828125,424.55999755859375,140.11000061035156,394.94000244140625
2025-01-10,236.85000610351562,218.94000244140625,418.95001220703125,135.91000366210938,394.739990234375
2025-01-13,234.39999389648438,218.4600067138672,417.19000244140625,133.22999572753906,403.30999755859375
2025-01-14,233.27999877929688,217.75999450683594,415.6700134277344,131.75999450683594,396.3599853515625
2025-01-15,237.8699951171875,223.35000610351562,426.30999755859375,136.24000549316406,428.2200012207031
2025-01-16,228.25999450683594,220.66000366210938,424.5799865722656,133.57000732421875,413.82000732421875
2025-01-17,229.97999572753906,225.94000244140625,429.0299987792969,137.7100067138672,426.5
2025-01-21,222.63999938964844,230.7100067138672,428.5,140.8300018310547,424.07000732421875
2025-01-22,223.8300018310547,235.00999450683594,446.20001220703125,147.07000732421875,415.1099853515625
2025-01-23,223.66000366210938,235.4199981689453,446.7099914550781,147.22000122070312,412.3800048828125
2025-01-24,222.77999877929688,234.85000610351562,444.05999755859375,142.6199951171875,406.5799865722656
2025-01-27,229.86000061035156,235.4199981689453,434.55999755859375,118.41999816894531,397.1499938964844
2025-01-28,238.25999450683594,238.14999389648438,447.20001220703125,128.99000549316406,398.0899963378906
2025-01-29,239.36000061035156,237.07000732421875,442.3299865722656,123.69999694824219,389.1000061035156
2025-01-30,237.58999633789062,234.63999938964844,414.989990234375,124.6500015258789,400.2799987792969
